group	lib.size	norm.factors	eff.lib.size
15C_A_Sym	1000002	1.24234830820093	1242350.79289755
15C_B_Sym	1000013	1.88493070196641	1884955.20606553
15C_C_Sym	999995	1.42972739589062	1429720.24725364
25C_D_Sym	1000002	0.893451700662951	893453.487566352
25C_E_Sym	1000006	1.04981652090795	1049822.81980707
25C_F_Sym	1000002	1.02996365946156	1029965.71938888
32C_G_Sym	999987	0.751644541281281	751634.769902245
32C_H_Sym	1000009	0.571894300408045	571899.447456748
32C_I_Sym	1000025	0.719239183228026	719257.164207607
