group	lib.size	norm.factors	eff.lib.size
15C_A	999915	0.992582250331889	992497.88084061
15C_B	1000022	1.14231851022703	1142343.64123425
15C_C	1000109	1.04273852357563	1042852.1820747
25C_D	999775	0.941478151153296	941266.318569286
25C_E	999665	0.959702449000989	959380.948680574
25C_F	999461	0.969639083502726	969116.448036718
32C_G	999908	0.997373022437685	997281.264119621
32C_H	999806	0.962311245239924	962124.556858347
32C_I	999566	1.00586737762144	1005430.83117955
