group	lib.size	norm.factors	eff.lib.size
15C_A	999783	0.953445756804027	953238.8590748
15C_B	999926	1.07447779963187	1074398.2882747
15C_C	999845	0.998635271391078	998480.482924013
25C_D	999452	0.962405239282212	961877.841211085
25C_E	999485	0.99371590298593	993204.139295892
25C_F	999462	0.996186154723943	995650.206572702
32C_G	999752	1.00591243516861	1005662.96888469
32C_H	999702	0.997863845391063	997566.481965136
32C_I	999558	1.02213315820434	1021681.37534841
