15C_A	15C_B	15C_C	25C_D	25C_E	25C_F	32C_G	32C_H	32C_I
TRINITY_DN54351_c0_g1	0.811486234665946	0.18037113745413	0.599450778035826	-0.205922061510588	0.561371572257884	0.205279209378251	-0.744567865735801	-0.341238026022758	-1.06623097852289
TRINITY_DN59710_c0_g1	-0.654216666831548	-0.654216666831548	-0.654216666831548	0.305553488379919	2.03731749808765	1.58242901452172	-0.654216666831548	-0.654216666831548	-0.654216666831548
TRINITY_DN21800_c0_g1	1.00069473058216	0.711740945762151	0.561763093858191	-0.742921428727275	-1.29493350764714	-0.892457773821923	-0.0275426967692143	-0.0632632727226856	0.746919909485737
TRINITY_DN11469_c0_g1	1.29008935546379	-0.2595809677596	0.0126461798271	0.638736903397743	0.882944038769113	0.297217196286561	-0.998572345138444	-0.732912469897827	-1.13056789094843
TRINITY_DN50354_c0_g1	0.536054259806483	1.18449581735204	0.196547417781284	0.083139133725475	0.166335032784831	-0.219332531180412	-0.599586777579156	-0.627644167270942	-0.720008185419602
TRINITY_DN3486_c0_g1	1.3838643205039	1.29873809200782	0.486702749371216	-0.5698969845907	-1.24392961023533	-0.991691850044853	-0.280007374736138	0.0217913793187694	-0.10557072159469
TRINITY_DN14550_c0_g1	2.209121414128	1.48523636817499	1.57188384594682	-1.09599170858127	-0.917899386267562	-1.22823950687971	-0.721332952299019	-0.685238629477287	-0.617539444744948
TRINITY_DN17747_c0_g1	-0.237153914600529	-0.55113082257162	-0.0146982157781226	-1.33662631066548	-1.09912699693883	-0.609565712117143	0.904491301005732	1.32293776923398	1.62087290243201
TRINITY_DN47782_c2_g2	0.704376768686662	1.53833573696248	0.576546493375744	-0.87380554018828	-1.03677168338954	-1.14357766256126	-0.123458184493206	0.705650484226332	-0.347296412618942
TRINITY_DN53069_c0_g1	0.459320321496211	1.40366635563404	-0.147289221059802	0.0694223844958756	0.059233163683339	-0.119666822724563	-0.574895393841702	-0.574895393841702	-0.574895393841702
TRINITY_DN51876_c0_g1	-0.0657944774389781	0.990869876443021	0.54244620866963	-0.523126102923992	-0.523126102923992	-0.523126102923992	-0.0470036830438397	0.374501571355559	-0.225641187213417
TRINITY_DN12903_c0_g1	0.263062114492719	0.9596925994235	1.0940009824266	-0.200829975510617	0.618108729676476	-0.45436090865597	-0.590902956168459	-0.622974964945935	-1.06579562073832
TRINITY_DN35479_c0_g1	0.89849038149248	1.69625554288736	0.536885054939164	-0.327023350083525	-0.954529941251092	-1.14061943161618	-0.338920046441717	-0.0279378169968241	-0.342600392929666
TRINITY_DN53632_c0_g1	1.80997881690974	1.03666657462608	1.00671817276318	-1.1798405630251	-0.979739680163656	-1.6138682376887	0.318570948864775	-0.124325302046223	-0.2741607302401
TRINITY_DN9068_c0_g1	0.236886097629105	0.428446850048161	0.214492880045631	-0.811612420062085	-0.600312142933263	-0.981537421504397	0.571118242157037	0.865968975038483	0.0765489395813272
TRINITY_DN25477_c0_g1	-0.581569784068689	-0.791746255695498	-0.696054234314105	-0.039293682449083	-0.362184858173872	-0.279689246898718	0.736427259228759	2.00093706492615	0.0131737374450527
TRINITY_DN30971_c0_g1	2.28886050741125	0.426262958449477	1.20709575408375	-0.602663374050122	-0.733171500267881	-0.896339135534885	-0.10326005447604	-0.728288007639417	-0.858497147976134
TRINITY_DN59364_c0_g1	1.30828064846097	0.792162078751012	0.920715016022998	-0.207165806146737	-0.905674935726834	-1.08915804246387	-0.0320982985325597	-0.281626221988914	-0.50543443837607
TRINITY_DN5365_c0_g1	1.46297923879227	0.13304707923385	1.48686146528905	-0.462154605992144	-0.951697541634618	-0.951697541634618	-0.280857205753056	-0.429641792473654	-0.00683909582707887
TRINITY_DN47395_c0_g1	-0.0520560116439939	0.480399115624221	0.596014014491118	-1.20845262824166	-1.20845262824166	-1.20845262824166	1.94551479929768	-0.635078101795715	1.29056406875167
TRINITY_DN14653_c0_g1	2.31100619040481	1.64787663569062	1.97010576724002	-0.207573555885411	-0.381012147248546	-0.969049497159174	-1.51511731691309	-1.4178652103473	-1.43837086578194
TRINITY_DN7921_c0_g1	0.420169876232624	2.26070063552091	0.456332960048249	-0.641951835675173	-0.641951835675173	-0.641951835675173	-0.342121073852803	-0.227275055248287	-0.641951835675173
TRINITY_DN55972_c0_g1	1.2048751996824	1.29753636403271	0.532363668518112	-0.167856277356444	-0.733310619188386	-0.726982999216375	-0.308792066898657	-0.428607034053519	-0.669226235519837
TRINITY_DN65_c0_g1	0.963393172001889	0.869590042521658	-0.15583788879237	-0.51692537377759	0.30014695958246	0.24292209088951	-0.3651576494563	-0.802254047662844	-0.535877305306414
TRINITY_DN14736_c0_g1	1.01323724420576	0.788900132243411	1.03845615363832	0.0276520093487214	-1.0163923233573	-1.0163923233573	-0.48932198784464	0.0690323328953775	-0.415171237772354
TRINITY_DN9546_c0_g1	1.97878504023165	0.512591402985779	1.40574100143378	-0.561298334076945	-0.870645668856586	-1.09487054952855	-0.574660841221505	-0.3111790187177	-0.484463032249927
TRINITY_DN5573_c0_g1	1.43208004050512	1.10796395829652	1.13698315754198	0.255864464530366	-1.1946694472372	-1.02242313388477	-0.434371349240372	-0.498525065476005	-0.782902625035643
TRINITY_DN62169_c0_g1	0.985108294061156	-0.848271298626094	0.27834192047081	-1.43227168191187	-0.817797399074166	-0.719455827474495	2.44900137951738	0.297607330214068	-0.192262717176796
TRINITY_DN57826_c0_g1	-0.0610099538787275	2.06005407588658	0.330783563268856	-0.830781693128175	-0.450052244624627	-0.636694641011873	-0.0383427630635376	0.0260048531599054	-0.399961196608404
TRINITY_DN55727_c0_g1	-0.937655606731355	-0.66675151486846	-0.759707039995661	0.0299545643832291	0.810407696318181	0.00650337394640221	0.155801896356685	0.248476164252366	1.11297046633861
TRINITY_DN48849_c0_g1	0.0755788151935093	-0.254882966153717	0.234889331292489	-1.0069172775903	-1.01181192194902	-0.812898567661776	0.607867355668314	0.903633434250007	1.26454179695049
TRINITY_DN20996_c0_g1	0.982604971462672	0.150262906349635	0.658812291551623	0.373324326094032	1.262854732726	-0.534695384348243	-0.846617751806186	-0.421875554013938	-1.62467053801559
TRINITY_DN49678_c0_g1	1.71896544877206	0.407978299584926	0.762942588385807	-0.16802889590175	-0.66384904989664	-0.860456093991457	-0.480835131935749	-0.287081567545513	-0.429635597471686
TRINITY_DN32178_c0_g1	0.971519953699037	2.24789241437427	1.00394513046245	-0.83600143637247	-0.425048415165109	-1.04303510319983	-0.423296508403517	-0.235584100755861	-1.26039193463898
TRINITY_DN34635_c0_g1	1.74321611990707	1.76594759738882	1.42932838435572	-1.12814311190701	-1.04918545175694	-1.44713754362437	-0.462538936556152	-0.248344490180215	-0.603142567626919
TRINITY_DN61345_c0_g1	0.65582692347942	1.72936267213027	1.47333672745903	-0.660491762357764	-0.0899563322718879	-0.671298517314347	-0.506444505419457	-0.847610442664455	-1.08272476304081
TRINITY_DN56251_c0_g1	1.59477454811488	1.94889338639599	0.888968152292201	-0.740326455062394	-1.06566921436252	-0.961014570186593	-0.592011548647458	-0.430866764741289	-0.642747533802814
TRINITY_DN15414_c0_g1	0.873018203210522	1.01340635888986	-0.0378482025546254	-0.148200759324691	-0.97571444806701	-0.858940925407915	0.0170418796063658	0.0953628603051837	0.0218750333423094
TRINITY_DN53938_c0_g1	0.763211649317192	0.810725110519824	1.09394564157989	-0.137252677131894	-0.404414968588365	-0.88571391013593	-0.161500223378571	-0.88571391013593	-0.193286712046222
TRINITY_DN43548_c0_g1	-0.945268586140497	-1.59104305830611	-1.0079552178049	-1.02479168904091	0.612356647687295	-0.391873719064545	1.19321430434698	1.41079318764202	1.74456813068067
TRINITY_DN53511_c0_g1	1.4085779629636	0.930036101332577	0.973305578801897	-0.055494008253949	-0.697698362040318	-0.984964769094354	-0.363532355227157	-0.352660449663586	-0.857569698818707
TRINITY_DN26965_c0_g1	1.9606767255726	0.578480839731235	1.08606564225079	-0.311277473345436	-0.805369161642805	-1.19779522518677	-0.0901197076606275	-0.351320148984845	-0.869341490734135
TRINITY_DN60198_c0_g1	0.986413856178441	1.02149737124808	0.964089994925063	-0.283882157050709	-1.05026529805201	-0.868844657771866	-0.30008759245895	-0.128828967245709	-0.340092549772345
TRINITY_DN59775_c0_g1	0.388967401887132	0.383407876545232	0.64943061644886	-0.837541127921547	-0.60242680754519	-0.218362911862478	-0.0703100908976717	-0.0146070798931759	0.321442123238839
TRINITY_DN9367_c0_g1	-0.82000936395659	0.343746573775952	-0.188527728509264	-0.637092542976074	-0.359168175064621	-0.496752208596707	0.601247551654479	0.483182168349187	1.07337372532364
TRINITY_DN49223_c0_g1	1.19229615415858	0.639125418845173	0.704251796713206	-0.375336468024656	-0.797569468707704	-0.217423984284323	-0.385058897457899	-0.0989064688218194	-0.66137808242056
TRINITY_DN9954_c0_g1	-0.331855321002869	0.307276155151355	-0.186390511550251	0.610557187444188	0.800793043122717	1.41005712617223	-0.699991845312684	-0.919957529254592	-0.990488304770094
TRINITY_DN52977_c0_g1	1.6627200437523	1.7737904077957	0.63692132532357	-0.789611812793103	-0.340710861647976	-0.689306906997418	-0.789611812793103	-0.674578569846863	-0.789611812793103
TRINITY_DN58352_c0_g1	0.898469192445944	0.72649408152709	1.02315083307101	0.00557422049477374	-0.805074527287872	-0.805074527287872	-0.805074527287872	-0.324809405233409	0.0863446595582062
TRINITY_DN5588_c0_g1	0.15912984366029	-0.795648081344778	-0.765532750436707	1.21053771860152	0.121425581533442	1.0688476213068	-0.772170929514345	0.249838575014687	-0.476427578820908
TRINITY_DN60113_c0_g1	1.22480364314719	0.412588429999054	0.585455563644195	-1.19527447283218	-0.561145915307141	-1.19527447283218	0.606711891282436	0.217777955716346	-0.095642622817721
TRINITY_DN32287_c0_g1	-1.34555670984075	-0.681582325328111	-1.31424411182761	0.457681320692395	0.455480832119533	-0.772151240541988	1.25641159168159	1.36180242224014	0.582158220804801
TRINITY_DN51704_c0_g1	-0.357203264066174	0.362487252641442	0.479056123351798	-0.71960059663383	-0.699530679032865	-1.26469863647705	0.987679190195231	0.84272956408138	0.369081045940066
TRINITY_DN59677_c0_g1	1.67965843987563	0.806122803092597	1.07055629910317	-0.822417516170164	0.222326305054234	-0.822417516170164	-0.822417516170164	-0.488993782444972	-0.822417516170164
TRINITY_DN52750_c0_g1	0.279668861605073	0.449403847236654	0.0509926665452198	-0.820029681108454	-1.06003864584352	-0.440860429784455	0.741947718271093	0.0536618533212039	0.745253809757188
TRINITY_DN60457_c0_g1	0.188970982331244	-0.934695214122576	-0.279343385510022	0.844354338714883	0.0653047858774243	1.19722346473999	-0.35841495650122	-0.311764863202399	-0.411635152327326
TRINITY_DN61503_c0_g1	-0.497373648478365	-0.494953018647251	1.38302978098962	-0.749547061680392	-0.749547061680392	-0.479317154442394	0.738453709153676	0.828183869809689	0.0210705849758114
TRINITY_DN32839_c0_g1	1.50630174708259	1.88130981635419	1.30326032702389	-0.732420658112976	-1.11926378184072	-1.25050831511897	-0.466561353082449	-0.345741713987848	-0.77637606831771
TRINITY_DN25375_c0_g1	0.167717252360729	-0.364106879700059	-0.726329447330494	-0.684211471027752	-0.217710279065665	-0.62471045927909	0.318317355282987	1.36162385628761	0.769410072471733
TRINITY_DN3472_c0_g1	0.742797566261269	0.730018489911554	0.622918141794077	-0.028952840473353	0.670790495436286	0.170633303840721	-0.797024034880421	-0.861644882312206	-1.24953623957793
TRINITY_DN16609_c1_g1	-0.439149380984645	0.0143622661088343	0.1897360793328	-0.123197090572894	-0.5478888818654	-1.355243803923	1.0941855101802	0.664458110519545	0.502737191204568
TRINITY_DN53403_c0_g1	0.601692073909114	0.920012785139419	0.669063595201472	-0.885279670461293	-0.0688847612921714	-0.0672471958031983	-0.419566350865329	0.135489194633279	-0.885279670461293
TRINITY_DN27795_c0_g1	2.17084138631716	2.20576924103421	1.70445401067159	-1.28034388211234	-1.44927991369894	-1.18730514437322	-0.712060122537818	-0.323960896662949	-1.1281146786377
TRINITY_DN57871_c0_g1	0.685196674808615	0.784865278889513	0.552669682522706	-0.688239061239795	0.622538463758307	-0.180657334580152	-0.0806372100371472	-0.847868247061023	-0.847868247061023
TRINITY_DN19877_c0_g1	0.0709760174830336	1.50214421692341	0.57538347522535	0.204923951078755	-1.05269017897079	-0.303370454396706	-0.410219641654965	-0.479315652524842	-0.107831733163247
TRINITY_DN49406_c0_g1	-1.14703531133279	-0.86415377062051	-0.527206158508207	-0.00386076371464994	0.385538507619141	-0.473434902067226	0.310423589064694	0.926933379947727	1.39279542961182
TRINITY_DN49720_c0_g1	1.3573482932866	1.15447910763184	0.628758310690553	-1.05693340659966	-0.228622556272312	-0.69316978419681	-0.17953644386151	-0.433096182890488	-0.549227337788217
TRINITY_DN7957_c0_g1	-0.603544357463588	0.62994577275619	0.405094560810284	-0.435256976181429	-0.694748756422548	-0.985178698475218	0.585793464196877	0.787575996358042	0.31031899442139
TRINITY_DN321_c0_g1	1.68743843748034	0.811442328002335	0.955494052844426	-0.570908962973583	0.204176735840362	-1.64173030016328	-0.382589810433978	-0.525355977289488	-0.537966503307135
TRINITY_DN21679_c0_g1	-1.03837990732416	-1.29243768851485	-0.924560007766994	-0.0665478229421765	-0.8791520959976	-1.01797094733376	2.03531477859849	1.63715109788405	1.546582593397
TRINITY_DN52734_c0_g1	1.60279783977644	0.754351625483728	0.278943154296663	-0.565844195782397	-0.565844195782397	-0.565844195782397	0.0104360618389587	-0.383151898266206	-0.565844195782397
